Format Version,1.22,,,Capture Frame Rate,120,Export Frame Rate,120
963,8.025,-0.007786,0.044538,0.006631,,,
964,8.033333,-0.007884,0.044328,0.007245,,,
965,8.041667,-0.007994,0.044028,0.007955,,,
966,8.05,-0.00819,0.043743,0.008854,,,
967,8.058333,-0.008429,0.043417,0.009903,,,
968,8.066667,-0.008669,0.043031,0.010978,,,
969,8.075,-0.008981,0.042517,0.01206,,,
970,8.083333,-0.009293,0.041906,0.013184,,,
971,8.091667,-0.009715,0.041179,0.014436,,,
972,8.1,-0.01013,0.040461,0.015717,,,
973,8.108333,-0.010629,0.039538,0.016946,,,
974,8.116667,-0.011253,0.038396,0.018117,,,
975,8.125,-0.0119,0.037132,0.019136,,,
976,8.133333,-0.012664,0.035982,0.019817,,,
977,8.141667,-0.013308,0.035331,0.020274,,,
978,8.15,-0.013776,0.035075,0.020619,,,
979,8.158333,-0.013914,0.035247,0.020938,,,
980,8.166667,-0.013884,0.03562,0.021095,,,
981,8.175,-0.014074,0.035658,0.021104,,,
982,8.183333,-0.014358,0.035612,0.021131,,,
983,8.191667,-0.014483,0.035847,0.021294,,,
984,8.2,-0.014556,0.036384,0.021699,,,
985,8.208333,-0.014678,0.037235,0.02216,,,
986,8.216667,-0.01483,0.038463,0.02251,,,
987,8.225,-0.015068,0.039799,0.022604,,,
988,8.233333,-0.015269,0.041384,0.022632,,,
989,8.241667,-0.015554,0.043065,0.022705,,,
990,8.25,-0.01583,0.045241,0.022846,,,
991,8.258333,-0.016198,0.047502,0.022936,,,
992,8.266667,-0.016597,0.049726,0.022907,,,
993,8.275,-0.017041,0.051796,0.022718,,,
994,8.283333,-0.017477,0.053754,0.022489,,,
995,8.291667,-0.017994,0.055685,0.022249,,,
996,8.3,-0.018527,0.057601,0.022027,,,
997,8.308333,-0.019152,0.059231,0.021816,,,
998,8.316667,-0.019631,0.06091,0.021485,,,
999,8.325,-0.020232,0.06236,0.021141,,,
1000,8.333333,-0.020773,0.063954,0.020803,,,
1001,8.341667,-0.021414,0.065361,0.020508,,,
1002,8.35,-0.022007,0.066853,0.020235,,,
1003,8.358333,-0.022563,0.068307,0.019948,,,
1004,8.366667,-0.023032,0.069749,0.019653,,,
1005,8.375,-0.023567,0.071139,0.01928,,,
1006,8.383333,-0.02415,0.072402,0.01894,,,
1007,8.391667,-0.024609,0.073777,0.01857,,,
1008,8.4,-0.025031,0.075148,0.01819,,,
1009,8.408333,-0.025533,0.076315,0.017828,,,
1010,8.416667,-0.025964,0.077399,0.017416,,,
1011,8.425,-0.026303,0.078431,0.017044,,,
1012,8.433333,-0.026652,0.079236,0.01671,,,
1013,8.441667,-0.02689,0.079989,0.016373,,,
1014,8.45,-0.027187,0.080472,0.016048,,,
1015,8.458333,-0.027348,0.081001,0.015745,,,
1016,8.466667,-0.0275,0.081413,0.015467,,,
1017,8.475,-0.027651,0.081693,0.015219,,,
1018,8.483333,-0.027775,0.081914,0.014973,,,
1019,8.491667,-0.027787,0.082157,0.014798,,,
1020,8.5,-0.027813,0.082283,0.014638,,,
1021,8.508333,-0.027818,0.082412,0.014479,,,
1022,8.516667,-0.0278,0.08247,0.014355,,,
1023,8.525,-0.027761,0.082501,0.014268,,,
1024,8.533333,-0.027669,0.082509,0.014201,,,
1025,8.541667,-0.027614,0.082441,0.014166,,,
1026,8.55,-0.027565,0.082357,0.014154,,,
1027,8.558333,-0.027425,0.082297,0.014138,,,
1028,8.566667,-0.027309,0.082165,0.014133,,,
1029,8.575,-0.027174,0.082038,0.014136,,,
1030,8.583333,-0.027071,0.081842,0.014146,,,
1031,8.591667,-0.026986,0.081656,0.014155,,,
1032,8.6,-0.026827,0.081532,0.014175,,,
1033,8.608333,-0.026771,0.081283,0.014225,,,
1034,8.616667,-0.026661,0.081075,0.014287,,,
1035,8.625,-0.026583,0.080819,0.01435,,,
1036,8.633333,-0.026454,0.080591,0.014434,,,
1037,8.641667,-0.026324,0.080329,0.014497,,,
1038,8.65,-0.026131,0.080116,0.014601,,,
1039,8.658333,-0.025972,0.079789,0.014712,,,
1040,8.666667,-0.025778,0.079386,0.014859,,,
1041,8.675,-0.025581,0.078883,0.01503,,,
1042,8.683333,-0.025357,0.078273,0.015212,,,
1043,8.691667,-0.025056,0.077679,0.015407,,,
1044,8.7,-0.024793,0.076813,0.01565,,,
1045,8.708333,-0.024379,0.076019,0.015883,,,
1046,8.716667,-0.023982,0.075012,0.016179,,,
1047,8.725,-0.023449,0.074055,0.016485,,,
1048,8.733333,-0.022953,0.072801,0.016827,,,
1049,8.741667,-0.022408,0.071522,0.017133,,,
1050,8.75,-0.021913,0.070063,0.017518,,,
1051,8.758333,-0.021445,0.06853,0.017916,,,
1052,8.766667,-0.020854,0.067197,0.018286,,,
1053,8.775,-0.020426,0.065708,0.018651,,,
1054,8.783333,-0.019887,0.064344,0.018987,,,
1055,8.791667,-0.019391,0.063015,0.019313,,,
1056,8.8,-0.018971,0.061506,0.019655,,,
1057,8.808333,-0.018437,0.060207,0.020013,,,
1058,8.816667,-0.017914,0.058757,0.020412,,,
1059,8.825,-0.0175,0.057089,0.020786,,,
1060,8.833333,-0.016961,0.055493,0.021114,,,
1061,8.841667,-0.016492,0.053549,0.02143,,,
1062,8.85,-0.016014,0.051569,0.021696,,,
1063,8.858333,-0.015525,0.049616,0.021945,,,
1064,8.866667,-0.015154,0.04749,0.022236,,,
1065,8.875,-0.014758,0.045401,0.022514,,,
1066,8.883333,-0.014396,0.043235,0.022817,,,
1067,8.891667,-0.014117,0.040962,0.02306,,,
1068,8.9,-0.013817,0.038779,0.023263,,,
1069,8.908333,-0.013536,0.036704,0.023145,,,
1070,8.916667,-0.013398,0.035552,0.022863,,,
1071,8.925,-0.013015,0.035668,0.022473,,,
1072,8.933333,-0.012403,0.036306,0.022092,,,
1073,8.941667,-0.011965,0.036444,0.021609,,,
1074,8.95,-0.011963,0.035874,0.020787,,,
1075,8.958333,-0.011785,0.035468,0.019644,,,
1076,8.966667,-0.011423,0.035497,0.018594,,,
1077,8.975,-0.011103,0.035588,0.017733,,,
1078,8.983333,-0.010505,0.035953,0.016731,,,
1079,8.991667,-0.009842,0.036252,0.015407,,,
1080,9,-0.009185,0.036608,0.013799,,,
1081,9.008333,-0.008573,0.036896,0.012119,,,
1082,9.016667,-0.007999,0.037233,0.010407,,,
1083,9.025,-0.007351,0.037903,0.008706,,,
1084,9.033333,-0.00679,0.038592,0.00711,,,
1085,9.041667,-0.006369,0.039194,0.005739,,,
1086,9.05,-0.006101,0.039726,0.004536,,,
1087,9.058333,-0.00595,0.040153,0.003598,,,
1088,9.066667,-0.005849,0.040576,0.002851,,,
1089,9.075,-0.005758,0.041088,0.002174,,,
1090,9.083333,-0.005723,0.041572,0.00151,,,
1091,9.091667,-0.005721,0.042008,0.000957,,,
1092,9.1,-0.005745,0.04247,0.000493,,,
1093,9.108333,-0.005712,0.043002,0.000114,,,
1094,9.116667,-0.005696,0.043419,-0.000231,,,
1095,9.125,-0.005733,0.043714,-0.000541,,,
1096,9.133333,-0.005761,0.04402,-0.000831,,,
1097,9.141667,-0.005781,0.044289,-0.001067,,,
1098,9.15,-0.005792,0.044483,-0.001234,,,
1099,9.158333,-0.005829,0.044585,-0.001333,,,
1100,9.166667,-0.005899,0.044619,-0.001382,,,
1101,9.175,-0.005916,0.044694,-0.001329,,,
1102,9.183333,-0.005933,0.044728,-0.00121,,,
1103,9.191667,-0.006004,0.044673,-0.001046,,,
1104,9.2,-0.006046,0.044691,-0.000902,,,
1105,9.208333,-0.006085,0.044732,-0.000797,,,
1106,9.216667,-0.00614,0.044757,-0.00073,,,
1107,9.225,-0.006149,0.044844,-0.00067,,,
1108,9.233333,-0.00619,0.044879,-0.000613,,,
1109,9.241667,-0.006194,0.044942,-0.000528,,,
1110,9.25,-0.006183,0.045003,-0.000462,,,
1111,9.258333,-0.006195,0.045042,-0.000419,,,
1112,9.266667,-0.006192,0.045116,-0.000387,,,
1113,9.275,-0.006217,0.04519,-0.000376,,,
1114,9.283333,-0.006208,0.045302,-0.000359,,,
1115,9.291667,-0.006239,0.045375,-0.000336,,,
1116,9.3,-0.006266,0.045445,-0.000313,,,
1117,9.308333,-0.006284,0.045514,-0.000294,,,
1118,9.316667,-0.006321,0.045548,-0.000287,,,
1119,9.325,-0.006339,0.045586,-0.000262,,,
1120,9.333333,-0.006382,0.045582,-0.000226,,,
1121,9.341667,-0.006424,0.045548,-0.000184,,,
1122,9.35,-0.006448,0.045532,-0.000139,,,
1123,9.358333,-0.006443,0.045533,-0.000081,,,
1124,9.366667,-0.006477,0.045473,-0.000031,,,
1125,9.375,-0.006496,0.045419,-0.000002,,,
1126,9.383333,-0.006519,0.045346,0.000011,,,
1127,9.391667,-0.00654,0.045275,0.000022,,,
1128,9.4,-0.006552,0.045222,0.000038,,,
1129,9.408333,-0.006586,0.045171,0.000042,,,
1130,9.416667,-0.00659,0.045191,0.00003,,,
1131,9.425,-0.006593,0.045244,0.000014,,,
1132,9.433333,-0.006608,0.045306,0.000008,,,
1133,9.441667,-0.006617,0.045404,0.000003,,,
1134,9.45,-0.006661,0.045441,-0.000008,,,
1135,9.458333,-0.006697,0.045521,-0.000016,,,
1136,9.466667,-0.006705,0.045594,-0.000019,,,
1137,9.475,-0.006727,0.045632,-0.000012,,,
1138,9.483333,-0.006739,0.045658,0.000004,,,
1139,9.491667,-0.006769,0.045637,0.000035,,,
1140,9.5,-0.006783,0.045625,0.000058,,,
1141,9.508333,-0.006805,0.045557,0.000079,,,
1142,9.516667,-0.006792,0.045536,0.000088,,,
1143,9.525,-0.006802,0.045471,0.000103,,,
1144,9.533333,-0.006798,0.045399,0.000136,,,
1145,9.541667,-0.006793,0.045345,0.000163,,,
1146,9.55,-0.006771,0.045304,0.000176,,,
1147,9.558333,-0.006757,0.045277,0.000174,,,
1148,9.566667,-0.006754,0.045267,0.000173,,,
1149,9.575,-0.006749,0.045248,0.000185,,,
1150,9.583333,-0.006784,0.045173,0.000209,,,
1151,9.591667,-0.006764,0.045194,0.000241,,,
1152,9.6,-0.006764,0.04518,0.000261,,,
1153,9.608333,-0.006751,0.045173,0.000281,,,
1154,9.616667,-0.006754,0.045146,0.000299,,,
1155,9.625,-0.006753,0.045105,0.000323,,,
1156,9.633333,-0.006758,0.045063,0.000345,,,
1157,9.641667,-0.006753,0.04505,0.000359,,,
1158,9.65,-0.006762,0.045004,0.000375,,,
1159,9.658333,-0.006752,0.045007,0.000403,,,
1160,9.666667,-0.006771,0.044973,0.000435,,,
1161,9.675,-0.006795,0.044936,0.000463,,,
1162,9.683333,-0.006796,0.044933,0.000478,,,
1163,9.691667,-0.006798,0.044924,0.000496,,,
1164,9.7,-0.006797,0.044911,0.000514,,,
1165,9.708333,-0.006807,0.044874,0.000531,,,
1166,9.716667,-0.006808,0.044828,0.000549,,,
1167,9.725,-0.0068,0.044798,0.00056,,,
1168,9.733333,-0.006793,0.044768,0.000568,,,
1169,9.741667,-0.006788,0.044736,0.00059,,,
1170,9.75,-0.006803,0.044674,0.000623,,,
1171,9.758333,-0.006789,0.044647,0.000658,,,
1172,9.766667,-0.006801,0.044593,0.000685,,,
1173,9.775,-0.006803,0.044543,0.000721,,,
1174,9.783333,-0.006815,0.044474,0.000763,,,
1175,9.791667,-0.006814,0.044428,0.000803,,,
1176,9.8,-0.006873,0.044286,0.000853,,,
1177,9.808333,-0.006857,0.044282,0.000887,,,
1178,9.816667,-0.006847,0.044279,0.000914,,,
1179,9.825,-0.006842,0.04428,0.000936,,,
1180,9.833333,-0.006839,0.044273,0.000956,,,
1181,9.841667,-0.006846,0.044251,0.000969,,,
1182,9.85,-0.006845,0.044244,0.00097,,,
1183,9.858333,-0.006842,0.044232,0.000968,,,
1184,9.866667,-0.006835,0.044224,0.000965,,,
1185,9.875,-0.006835,0.044208,0.000961,,,
1186,9.883333,-0.006829,0.044205,0.000956,,,
1187,9.891667,-0.006836,0.044195,0.000954,,,
1188,9.9,-0.006829,0.044207,0.000962,,,
1189,9.908333,-0.006829,0.044214,0.000971,,,
1190,9.916667,-0.006835,0.044219,0.000979,,,
1191,9.925,-0.006831,0.044222,0.00099,,,
1192,9.933333,-0.006828,0.044223,0.000998,,,
1193,9.941667,-0.006824,0.044213,0.001007,,,
1194,9.95,-0.006809,0.04422,0.001022,,,
1195,9.958333,-0.006807,0.044196,0.001038,,,
1196,9.966667,-0.006799,0.044178,0.001051,,,
1197,9.975,-0.006792,0.044181,0.001056,,,
1198,9.983333,-0.006778,0.044176,0.001064,,,
1199,9.991667,-0.006773,0.044155,0.001085,,,
1200,10,-0.00678,0.044129,0.001112,,,
1201,10.008333,-0.0068,0.044086,0.001143,,,
1202,10.016667,-0.006809,0.04409,0.001154,,,
1203,10.025,-0.006802,0.044134,0.001169,,,
1204,10.033333,-0.00683,0.044157,0.001184,,,
1205,10.041667,-0.006845,0.044168,0.001198,,,
1206,10.05,-0.006828,0.044245,0.001224,,,
1207,10.058333,-0.006835,0.044263,0.001222,,,
1208,10.066667,-0.006828,0.044297,0.001214,,,
1209,10.075,-0.006831,0.044288,0.001216,,,
1210,10.083333,-0.006831,0.044293,0.001215,,,
1211,10.091667,-0.006861,0.044261,0.001195,,,
1212,10.1,-0.006858,0.044275,0.00118,,,
1213,10.108333,-0.006852,0.044302,0.00116,,,
1214,10.116667,-0.006839,0.044367,0.001129,,,
1215,10.125,-0.006852,0.044397,0.001098,,,
1216,10.133333,-0.006852,0.044441,0.001074,,,
1217,10.141667,-0.006857,0.044474,0.001054,,,
1218,10.15,-0.00685,0.044516,0.001039,,,
1219,10.158333,-0.006871,0.044524,0.001028,,,
1220,10.166667,-0.00687,0.044567,0.001028,,,
1221,10.175,-0.006879,0.044579,0.00103,,,
1222,10.183333,-0.006885,0.044609,0.001039,,,
1223,10.191667,-0.006886,0.044638,0.001045,,,
1224,10.2,-0.006885,0.044662,0.001065,,,
1225,10.208333,-0.006892,0.044647,0.001083,,,
1226,10.216667,-0.006884,0.044649,0.001091,,,
1227,10.225,-0.006889,0.044635,0.001102,,,
1228,10.233333,-0.006892,0.044611,0.001117,,,
1229,10.241667,-0.006892,0.044601,0.001134,,,
1230,10.25,-0.006866,0.044649,0.001164,,,
1231,10.258333,-0.006886,0.044628,0.001191,,,
1232,10.266667,-0.006894,0.044634,0.001204,,,
1233,10.275,-0.006888,0.044647,0.001213,,,
1234,10.283333,-0.006883,0.044667,0.001219,,,
1235,10.291667,-0.006892,0.044675,0.001227,,,
1236,10.3,-0.00688,0.044688,0.001232,,,
1237,10.308333,-0.006888,0.044681,0.001234,,,
1238,10.316667,-0.006899,0.044665,0.001225,,,
1239,10.325,-0.006893,0.044662,0.00122,,,
1240,10.333333,-0.006894,0.044652,0.001209,,,
1241,10.341667,-0.00688,0.044682,0.001192,,,
1242,10.35,-0.006884,0.0447,0.001172,,,
1243,10.358333,-0.006884,0.044724,0.001146,,,
1244,10.366667,-0.006907,0.044701,0.001122,,,
1245,10.375,-0.006917,0.044725,0.001112,,,
1246,10.383333,-0.006926,0.044749,0.001108,,,
1247,10.391667,-0.006929,0.044782,0.001105,,,
1248,10.4,-0.00693,0.044837,0.001108,,,
1249,10.408333,-0.006923,0.044906,0.001124,,,
1250,10.416667,-0.006921,0.044963,0.001133,,,
1251,10.425,-0.006956,0.044974,0.001133,,,
1252,10.433333,-0.006967,0.045022,0.001132,,,
1253,10.441667,-0.006981,0.045083,0.001135,,,
1254,10.45,-0.006972,0.045158,0.001151,,,
1255,10.458333,-0.006978,0.045178,0.001164,,,
1256,10.466667,-0.00698,0.045201,0.001173,,,
1257,10.475,-0.006979,0.045199,0.001182,,,
1258,10.483333,-0.006976,0.045185,0.001186,,,
1259,10.491667,-0.006973,0.045177,0.00119,,,
1260,10.5,-0.006969,0.045162,0.001186,,,
1261,10.508333,-0.006959,0.045157,0.001175,,,
1262,10.516667,-0.006974,0.045139,0.001163,,,
1263,10.525,-0.006978,0.045096,0.001145,,,
1264,10.533333,-0.006971,0.045082,0.001143,,,
1265,10.541667,-0.006959,0.0451,0.00116,,,
1266,10.55,-0.00697,0.045066,0.001156,,,
1267,10.558333,-0.006965,0.045059,0.001145,,,
1268,10.566667,-0.006966,0.04507,0.001132,,,
1269,10.575,-0.006973,0.045061,0.001123,,,
1270,10.583333,-0.006972,0.045069,0.001117,,,
1271,10.591667,-0.006959,0.045096,0.00111,,,
1272,10.6,-0.006965,0.045072,0.001115,,,
1273,10.608333,-0.006959,0.045065,0.001118,,,
1274,10.616667,-0.006915,0.045071,0.001117,,,
1275,10.625,-0.006916,0.045048,0.001125,,,
1276,10.633333,-0.006922,0.045034,0.001134,,,
1277,10.641667,-0.006914,0.045033,0.001138,,,
1278,10.65,-0.006915,0.045042,0.001157,,,
1279,10.658333,-0.006911,0.04504,0.001171,,,
1280,10.666667,-0.006911,0.045055,0.001188,,,
1281,10.675,-0.006914,0.045045,0.001199,,,
1282,10.683333,-0.006904,0.045047,0.001204,,,
1283,10.691667,-0.006906,0.045044,0.001215,,,
1284,10.7,-0.006887,0.045084,0.001248,,,
1285,10.708333,-0.006882,0.045097,0.001278,,,
1286,10.716667,-0.006911,0.045063,0.001305,,,
1287,10.725,-0.006909,0.04508,0.001314,,,
1288,10.733333,-0.006908,0.045096,0.001323,,,
1289,10.741667,-0.006898,0.045117,0.001345,,,
1290,10.75,-0.006906,0.045121,0.001374,,,
1291,10.758333,-0.006908,0.045116,0.001394,,,
1292,10.766667,-0.006926,0.045069,0.001416,,,
1293,10.775,-0.00693,0.045038,0.001421,,,
1294,10.783333,-0.006922,0.045029,0.001418,,,
1295,10.791667,-0.006908,0.045061,0.001402,,,
1296,10.8,-0.006922,0.04506,0.001391,,,
1297,10.808333,-0.006922,0.045079,0.001383,,,
1298,10.816667,-0.006922,0.045121,0.001369,,,
1299,10.825,-0.006919,0.045136,0.001346,,,
1300,10.833333,-0.006945,0.045131,0.001319,,,
1301,10.841667,-0.006957,0.045119,0.001295,,,
1302,10.85,-0.006925,0.045151,0.001269,,,
1303,10.858333,-0.006926,0.045148,0.001249,,,
1304,10.866667,-0.006939,0.045125,0.00123,,,
1305,10.875,-0.006923,0.045138,0.001217,,,
1306,10.883333,-0.006936,0.04514,0.001199,,,
1307,10.891667,-0.006938,0.045147,0.001185,,,
1308,10.9,-0.006947,0.045177,0.001166,,,
1309,10.908333,-0.006939,0.045208,0.001157,,,
1310,10.916667,-0.00695,0.045207,0.001157,,,
1311,10.925,-0.006945,0.045238,0.001156,,,
1312,10.933333,-0.006933,0.045285,0.001149,,,
1313,10.941667,-0.006924,0.04532,0.001145,,,
1314,10.95,-0.006939,0.045331,0.001143,,,
1315,10.958333,-0.006943,0.045364,0.001136,,,
1316,10.966667,-0.006945,0.045404,0.00114,,,
1317,10.975,-0.00695,0.045411,0.001143,,,
1318,10.983333,-0.006955,0.045418,0.001144,,,
1319,10.991667,-0.006967,0.045422,0.00114,,,
1320,11,-0.006966,0.045401,0.001135,,,
1321,11.008333,-0.006971,0.045385,0.00113,,,
1322,11.016667,-0.006971,0.045361,0.001129,,,
1323,11.025,-0.00697,0.045341,0.001132,,,
1324,11.033333,-0.00697,0.045316,0.001132,,,
1325,11.041667,-0.006981,0.04528,0.001129,,,
1326,11.05,-0.006976,0.045265,0.001124,,,
1327,11.058333,-0.006979,0.045247,0.001115,,,
1328,11.066667,-0.006987,0.045247,0.001109,,,
1329,11.075,-0.006996,0.04524,0.001099,,,
1330,11.083333,-0.006995,0.045248,0.001091,,,
1331,11.091667,-0.006992,0.045262,0.001075,,,
1332,11.1,-0.006991,0.045263,0.00106,,,
1333,11.108333,-0.007044,0.045176,0.001023,,,
1334,11.116667,-0.007045,0.045167,0.00101,,,
1335,11.125,-0.007041,0.045153,0.001003,,,
1336,11.133333,-0.007023,0.045141,0.000996,,,
1337,11.141667,-0.007022,0.045107,0.000991,,,
1338,11.15,-0.007024,0.045081,0.000981,,,
1339,11.158333,-0.006992,0.045138,0.00096,,,
1340,11.166667,-0.006991,0.045153,0.000957,,,
1341,11.175,-0.006995,0.045165,0.000965,,,
1342,11.183333,-0.006998,0.045159,0.000973,,,
1343,11.191667,-0.007028,0.045101,0.00098,,,
1344,11.2,-0.006997,0.045122,0.000964,,,
1345,11.208333,-0.007008,0.045061,0.000979,,,
1346,11.216667,-0.007003,0.045053,0.000977,,,
1347,11.225,-0.006954,0.045099,0.000966,,,
1348,11.233333,-0.006991,0.045039,0.000974,,,
1349,11.241667,-0.00696,0.04508,0.000965,,,
1350,11.25,-0.006958,0.045075,0.000966,,,
1351,11.258333,-0.00699,0.045016,0.000968,,,
1352,11.266667,-0.00697,0.045027,0.000946,,,
1353,11.275,-0.006979,0.045028,0.000931,,,
1354,11.283333,-0.006961,0.045036,0.000917,,,
1355,11.291667,-0.006971,0.045054,0.00091,,,
1356,11.3,-0.006968,0.045068,0.000909,,,
1357,11.308333,-0.006956,0.045084,0.000901,,,
1358,11.316667,-0.006964,0.045058,0.000895,,,
1359,11.325,-0.00695,0.045031,0.000888,,,
1360,11.333333,-0.006929,0.045028,0.000879,,,
1361,11.341667,-0.006926,0.044997,0.00087,,,
1362,11.35,-0.00692,0.044973,0.000866,,,
1363,11.358333,-0.006912,0.044934,0.000862,,,
1364,11.366667,-0.006902,0.044919,0.000862,,,
1365,11.375,-0.006898,0.044886,0.000862,,,
1366,11.383333,-0.006881,0.044867,0.000876,,,
1367,11.391667,-0.00686,0.044872,0.000871,,,
1368,11.4,-0.00688,0.04485,0.000874,,,
1369,11.408333,-0.006879,0.044874,0.000877,,,
1370,11.416667,-0.006877,0.044898,0.000885,,,
1371,11.425,-0.006877,0.044914,0.000889,,,
1372,11.433333,-0.006877,0.044939,0.000883,,,
1373,11.441667,-0.006867,0.04495,0.000884,,,
1374,11.45,-0.006859,0.044963,0.000889,,,
1375,11.458333,-0.006846,0.044972,0.000895,,,
1376,11.466667,-0.006846,0.044949,0.000905,,,
1377,11.475,-0.006839,0.044939,0.00091,,,
1378,11.483333,-0.006834,0.044925,0.000912,,,
1379,11.491667,-0.006831,0.044924,0.00091,,,
1380,11.5,-0.006816,0.044947,0.000907,,,
1381,11.508333,-0.006826,0.044953,0.000914,,,
1382,11.516667,-0.006829,0.044971,0.000919,,,
1383,11.525,-0.006838,0.044982,0.000916,,,
1384,11.533333,-0.006843,0.044996,0.0009,,,
1385,11.541667,-0.006844,0.044999,0.000879,,,
1386,11.55,-0.006855,0.044996,0.000852,,,
1387,11.558333,-0.006837,0.045015,0.000833,,,
1388,11.566667,-0.006825,0.045025,0.000816,,,
1389,11.575,-0.006838,0.044987,0.000794,,,
1390,11.583333,-0.006825,0.044997,0.000761,,,
1391,11.591667,-0.006831,0.044996,0.000733,,,
1392,11.6,-0.006834,0.044988,0.000719,,,
1393,11.608333,-0.006835,0.044986,0.000711,,,
1394,11.616667,-0.006834,0.044979,0.000702,,,
1395,11.625,-0.006834,0.044977,0.000692,,,
1396,11.633333,-0.006835,0.044966,0.000689,,,
1397,11.641667,-0.006832,0.044964,0.000689,,,
1398,11.65,-0.006819,0.044967,0.000698,,,
1399,11.658333,-0.006806,0.044978,0.000712,,,
1400,11.666667,-0.006798,0.044989,0.000724,,,
1401,11.675,-0.006794,0.044981,0.000734,,,
1402,11.683333,-0.006777,0.045012,0.000757,,,
1403,11.691667,-0.006754,0.045045,0.00079,,,
1404,11.7,-0.006727,0.045083,0.000824,,,
1405,11.708333,-0.00674,0.045074,0.00085,,,
1406,11.716667,-0.006746,0.045079,0.000871,,,
1407,11.725,-0.006764,0.045051,0.000895,,,
1408,11.733333,-0.006786,0.045044,0.000922,,,
1409,11.741667,-0.006796,0.045048,0.000936,,,
1410,11.75,-0.006802,0.045033,0.000943,,,
1411,11.758333,-0.006806,0.045012,0.000937,,,
1412,11.766667,-0.006809,0.044997,0.000927,,,
1413,11.775,-0.006814,0.044981,0.000914,,,
1414,11.783333,-0.006827,0.044957,0.000909,,,
1415,11.791667,-0.006824,0.044958,0.000898,,,
1416,11.8,-0.006802,0.04496,0.000879,,,
1417,11.808333,-0.006796,0.044952,0.000854,,,
1418,11.816667,-0.006793,0.044939,0.000826,,,
1419,11.825,-0.006785,0.044944,0.000805,,,
1420,11.833333,-0.006829,0.044874,0.000778,,,
1421,11.841667,-0.006816,0.044904,0.000762,,,
1422,11.85,-0.006824,0.044892,0.000745,,,
1423,11.858333,-0.006823,0.044907,0.00073,,,
1424,11.866667,-0.006825,0.044916,0.000715,,,
1425,11.875,-0.006826,0.044919,0.000705,,,
1426,11.883333,-0.006829,0.044918,0.000704,,,
1427,11.891667,-0.006835,0.044911,0.000707,,,
1428,11.9,-0.006836,0.044905,0.000705,,,
1429,11.908333,-0.006837,0.044899,0.000695,,,
1430,11.916667,-0.006831,0.044902,0.000687,,,
1431,11.925,-0.006824,0.044909,0.000693,,,
1432,11.933333,-0.006824,0.044904,0.00071,,,
1433,11.941667,-0.006825,0.044894,0.000725,,,
1434,11.95,-0.006821,0.044891,0.000729,,,
