Format Version,1.1,Take Name,Trial03,Capture Frame Rate,120.014526,Export Frame Rate,120.014526,Capture Start Time,2017-11-07 07.12.50.309 PM,Total Frames,646,Rotation Type,Quaternion
211,1.758121,0.121562,0.061259,-0.019370,0.121565,0.071120,0.063893,0.103898,0.056248,0.124690
212,1.766453,0.122402,0.061968,-0.019131,0.121958,0.071178,0.064087,0.104097,0.056211,0.124792
213,1.774785,0.121489,0.062057,-0.019089,0.122065,0.071143,0.064129,0.104325,0.056174,0.124877
214,1.783117,0.118661,0.061490,-0.019128,0.122024,0.071112,0.064047,0.104509,0.056174,0.124929
215,1.791450,0.114281,0.060421,-0.019131,0.121725,0.071026,0.063786,0.104495,0.056094,0.124967
216,1.799782,0.108628,0.058884,-0.018894,0.121159,0.070859,0.063451,0.104512,0.056147,0.124936
217,1.808114,0.102162,0.057202,-0.018228,0.120382,0.070723,0.063040,0.104337,0.056167,0.124867
218,1.816447,0.095173,0.055252,-0.017123,0.119585,0.070712,0.062540,0.104037,0.056205,0.124745
219,1.824779,0.088357,0.053281,-0.015562,0.118414,0.070577,0.062061,0.103750,0.056306,0.124585
220,1.833111,0.082280,0.051564,-0.013774,0.117435,0.070614,0.061575,0.103334,0.056351,0.124420
221,1.841444,0.077048,0.049848,-0.012104,0.116341,0.070572,0.061186,0.102897,0.056508,0.124231
222,1.849776,0.073731,0.048776,-0.010959,0.115366,0.070477,0.060881,0.102467,0.056601,0.124049
223,1.858108,0.072408,0.048296,-0.010666,0.114634,0.070463,0.060691,0.102159,0.056852,0.123898
224,1.866441,0.072812,0.048397,-0.011074,0.114287,0.070465,0.060611,0.101722,0.056880,0.123792
225,1.874773,0.074457,0.048799,-0.011974,0.114289,0.070523,0.060629,0.101499,0.056915,0.123742
226,1.883105,0.076957,0.049183,-0.013129,0.114526,0.070570,0.060702,0.101332,0.056879,0.123726
227,1.891438,0.080637,0.049675,-0.014447,0.115042,0.070670,0.060820,0.101356,0.056887,0.123762
228,1.899770,0.085079,0.050181,-0.015923,0.115753,0.070663,0.061022,0.101422,0.056810,0.123818
229,1.908102,0.090257,0.051084,-0.017305,0.116419,0.070546,0.061256,0.101491,0.056671,0.123908
230,1.916435,0.095410,0.052470,-0.018400,0.117136,0.070528,0.061575,0.101794,0.056610,0.123993
231,1.924767,0.099991,0.054279,-0.019166,0.117986,0.070680,0.061930,0.102172,0.056487,0.124082
232,1.933099,0.103816,0.056092,-0.019645,0.118774,0.070925,0.062335,0.102615,0.056484,0.124229
233,1.941432,0.107298,0.057956,-0.019811,0.119290,0.070970,0.062706,0.102853,0.056344,0.124363
234,1.949764,0.109883,0.059364,-0.019826,0.119821,0.071016,0.063044,0.103275,0.056295,0.124494
235,1.958096,0.111440,0.060047,-0.019772,0.120415,0.071179,0.063262,0.103598,0.056313,0.124581
236,1.966429,0.111958,0.060354,-0.019686,0.120657,0.071107,0.063378,0.103918,0.056291,0.124673
237,1.974761,0.111291,0.060349,-0.019487,0.120808,0.071084,0.063410,0.104019,0.056217,0.124741
238,1.983093,0.108997,0.059632,-0.019286,0.120768,0.070961,0.063338,0.104142,0.056180,0.124794
239,1.991426,0.105221,0.058432,-0.018903,0.120564,0.070913,0.063162,0.104202,0.056176,0.124808
240,1.999758,0.100404,0.057073,-0.018195,0.120057,0.070755,0.062860,0.104163,0.056170,0.124783
241,2.008090,0.094293,0.055276,-0.017046,0.119505,0.070705,0.062542,0.104029,0.056205,0.124726
242,2.016423,0.087671,0.053552,-0.015223,0.118526,0.070531,0.062147,0.103874,0.056276,0.124632
243,2.024755,0.080816,0.051637,-0.013003,0.117620,0.070530,0.061780,0.103591,0.056345,0.124505
244,2.033087,0.074966,0.049882,-0.010727,0.116537,0.070439,0.061395,0.103213,0.056433,0.124356
245,2.041420,0.070723,0.048650,-0.008919,0.115588,0.070402,0.061116,0.102827,0.056577,0.124207
246,2.049752,0.068041,0.047871,-0.007868,0.114710,0.070406,0.060904,0.102398,0.056638,0.124052
247,2.058084,0.067290,0.047793,-0.007649,0.114283,0.070483,0.060769,0.102043,0.056812,0.123947
248,2.066417,0.067347,0.047808,-0.007979,0.113946,0.070529,0.060684,0.101692,0.056841,0.123868
249,2.074749,0.068128,0.048051,-0.008468,0.113792,0.070539,0.060663,0.101544,0.056899,0.123808
250,2.083081,0.069349,0.048212,-0.009164,0.113944,0.070553,0.060705,0.101487,0.056914,0.123794
251,2.091413,0.071373,0.048421,-0.010164,0.114340,0.070568,0.060816,0.101509,0.056881,0.123826
252,2.099746,0.074459,0.048948,-0.011555,0.114758,0.070592,0.060920,0.101487,0.056728,0.123911
253,2.108078,0.078466,0.049897,-0.013187,0.115446,0.070620,0.061101,0.101742,0.056710,0.123991
254,2.116410,0.082993,0.050868,-0.014902,0.116057,0.070585,0.061305,0.101976,0.056652,0.124062
255,2.124743,0.088271,0.052221,-0.016409,0.116883,0.070668,0.061579,0.102269,0.056543,0.124136
256,2.133075,0.093805,0.053595,-0.017749,0.117743,0.070762,0.061871,0.102588,0.056521,0.124239
257,2.141407,0.099575,0.054803,-0.018795,0.118428,0.070751,0.062171,0.102746,0.056412,0.124325
258,2.149740,0.105310,0.055720,-0.019474,0.119325,0.070836,0.062539,0.102877,0.056334,0.124401
259,2.158072,0.111106,0.056569,-0.019777,0.119849,0.070681,0.062878,0.103110,0.056269,0.124474
260,2.166404,0.116350,0.057384,-0.019789,0.120612,0.070738,0.063230,0.103300,0.056251,0.124518
261,2.174737,0.120593,0.058388,-0.019589,0.121051,0.070710,0.063483,0.103462,0.056237,0.124549
262,2.183069,0.123766,0.059657,-0.019266,0.121325,0.070720,0.063728,0.103583,0.056192,0.124590
263,2.191401,0.125790,0.060927,-0.018995,0.121769,0.070974,0.063993,0.103709,0.056162,0.124657
264,2.199734,0.126709,0.061749,-0.018781,0.121908,0.071089,0.064113,0.103808,0.056178,0.124695
265,2.208066,0.126433,0.062122,-0.018790,0.121880,0.071079,0.064149,0.103839,0.056167,0.124731
266,2.216398,0.124424,0.062152,-0.018937,0.121860,0.071180,0.064045,0.103876,0.056166,0.124735
267,2.224731,0.120732,0.061636,-0.019231,0.121525,0.071109,0.063829,0.103911,0.056186,0.124732
268,2.233063,0.115406,0.060521,-0.019394,0.121044,0.071013,0.063507,0.103896,0.056197,0.124732
269,2.241395,0.108581,0.058899,-0.019193,0.120495,0.070989,0.063128,0.103911,0.056252,0.124694
270,2.249728,0.100514,0.057005,-0.018320,0.119756,0.070905,0.062587,0.103797,0.056286,0.124620
271,2.258060,0.091927,0.054867,-0.016617,0.118561,0.070674,0.062116,0.103659,0.056314,0.124540
272,2.266392,0.083431,0.052489,-0.014231,0.117388,0.070544,0.061672,0.103396,0.056311,0.124445
273,2.274725,0.076029,0.050262,-0.011498,0.116361,0.070562,0.061299,0.103071,0.056448,0.124310
274,2.283057,0.070234,0.048568,-0.008930,0.115219,0.070403,0.060982,0.102796,0.056569,0.124181
275,2.291389,0.066388,0.047553,-0.006961,0.114373,0.070412,0.060789,0.102425,0.056631,0.124006
276,2.299722,0.064142,0.046994,-0.005908,0.113667,0.070428,0.060591,0.102150,0.056867,0.123897
277,2.308054,0.063514,0.046918,-0.005764,0.113197,0.070407,0.060507,0.101736,0.056863,0.123822
278,2.316386,0.063906,0.047062,-0.006221,0.113042,0.070437,0.060486,0.101597,0.056973,0.123758
279,2.324719,0.065368,0.047531,-0.007081,0.113127,0.070484,0.060532,0.101477,0.056986,0.123742
280,2.333051,0.067445,0.047960,-0.008318,0.113462,0.070579,0.060646,0.101506,0.057000,0.123756
281,2.341383,0.070713,0.048741,-0.009978,0.113997,0.070685,0.060768,0.101546,0.056915,0.123819
282,2.349716,0.075036,0.049886,-0.011854,0.114578,0.070617,0.060952,0.101608,0.056780,0.123925
283,2.358048,0.080010,0.051028,-0.013906,0.115393,0.070696,0.061198,0.101840,0.056719,0.124024
284,2.366380,0.086270,0.052406,-0.015934,0.116249,0.070747,0.061476,0.102099,0.056639,0.124117
285,2.374713,0.093610,0.053825,-0.017790,0.117328,0.070850,0.061828,0.102407,0.056549,0.124220
286,2.383045,0.101325,0.055369,-0.019072,0.118348,0.070850,0.062194,0.102570,0.056468,0.124283
287,2.391377,0.108664,0.056986,-0.019737,0.119226,0.070876,0.062639,0.102734,0.056350,0.124344
288,2.399710,0.114835,0.058598,-0.019886,0.120046,0.070937,0.063108,0.102975,0.056266,0.124438
289,2.408042,0.119458,0.060287,-0.019647,0.120640,0.070984,0.063468,0.103271,0.056222,0.124523
290,2.416374,0.122109,0.061557,-0.019349,0.121144,0.071061,0.063779,0.103580,0.056231,0.124605
291,2.424706,0.122991,0.062201,-0.019110,0.121551,0.071165,0.063970,0.103852,0.056197,0.124725
292,2.433039,0.122288,0.062213,-0.019059,0.121882,0.071245,0.064007,0.104067,0.056213,0.124800
293,2.441371,0.119729,0.061737,-0.019132,0.121895,0.071175,0.063912,0.104302,0.056203,0.124859
294,2.449703,0.115486,0.060788,-0.019182,0.121568,0.070979,0.063660,0.104424,0.056161,0.124885
295,2.458036,0.110209,0.059575,-0.019002,0.121176,0.070914,0.063400,0.104467,0.056163,0.124895
296,2.466368,0.103816,0.057979,-0.018451,0.120472,0.070761,0.063043,0.104407,0.056175,0.124863
297,2.474700,0.096764,0.056241,-0.017390,0.119710,0.070729,0.062592,0.104237,0.056218,0.124786
298,2.483033,0.089677,0.054542,-0.015798,0.118621,0.070622,0.062180,0.104014,0.056275,0.124671
299,2.491365,0.082921,0.052783,-0.013915,0.117493,0.070563,0.061798,0.103677,0.056354,0.124522
300,2.499697,0.077182,0.051249,-0.011907,0.116380,0.070537,0.061424,0.103214,0.056414,0.124390
301,2.508030,0.072433,0.049830,-0.010184,0.115491,0.070594,0.061117,0.102837,0.056582,0.124221
302,2.516362,0.069296,0.048919,-0.008954,0.114571,0.070540,0.060876,0.102422,0.056673,0.124063
303,2.524694,0.068044,0.048546,-0.008471,0.113951,0.070595,0.060695,0.102107,0.056877,0.123933
304,2.533027,0.068292,0.048582,-0.008830,0.113583,0.070588,0.060643,0.101770,0.056944,0.123838
305,2.541359,0.069639,0.048768,-0.009682,0.113568,0.070624,0.060642,0.101578,0.056975,0.123790
306,2.549691,0.072215,0.049201,-0.010971,0.113928,0.070741,0.060689,0.101497,0.056986,0.123766
307,2.558024,0.076040,0.049771,-0.012538,0.114506,0.070754,0.060808,0.101493,0.056935,0.123796
308,2.566356,0.080885,0.050419,-0.014320,0.115182,0.070787,0.060957,0.101559,0.056856,0.123844
309,2.574688,0.086446,0.050959,-0.016187,0.116053,0.070751,0.061168,0.101643,0.056712,0.123941
310,2.583021,0.092939,0.051875,-0.017816,0.116915,0.070659,0.061433,0.101916,0.056653,0.124013
311,2.591353,0.099771,0.053075,-0.018990,0.117863,0.070580,0.061803,0.102198,0.056506,0.124073
312,2.599685,0.106039,0.054403,-0.019712,0.118725,0.070563,0.062155,0.102565,0.056469,0.124177
313,2.608018,0.111342,0.055941,-0.019970,0.119642,0.070720,0.062604,0.102800,0.056345,0.124276
314,2.616350,0.115363,0.057504,-0.019928,0.120224,0.070736,0.062968,0.103188,0.056272,0.124402
315,2.624682,0.117761,0.058520,-0.019783,0.120827,0.070841,0.063300,0.103584,0.056301,0.124502
316,2.633015,0.119033,0.059250,-0.019611,0.121234,0.070876,0.063469,0.103841,0.056244,0.124623
317,2.641347,0.118784,0.059533,-0.019518,0.121473,0.070883,0.063565,0.104061,0.056234,0.124703
318,2.649679,0.116797,0.059276,-0.019478,0.121463,0.070792,0.063513,0.104251,0.056213,0.124772
319,2.658012,0.112986,0.058481,-0.019375,0.121320,0.070770,0.063357,0.104369,0.056155,0.124807
320,2.666344,0.107664,0.057389,-0.019024,0.121026,0.070798,0.063057,0.104411,0.056160,0.124802
321,2.674676,0.100924,0.055835,-0.018211,0.120371,0.070699,0.062666,0.104345,0.056164,0.124776
322,2.683009,0.093577,0.054037,-0.016780,0.119447,0.070589,0.062264,0.104150,0.056243,0.124693
323,2.691341,0.085984,0.052025,-0.014777,0.118315,0.070482,0.061838,0.103901,0.056318,0.124556
324,2.699673,0.078814,0.050152,-0.012382,0.117120,0.070387,0.061413,0.103511,0.056338,0.124408
325,2.708006,0.072511,0.048443,-0.009903,0.115946,0.070367,0.061073,0.103025,0.056455,0.124244
326,2.716338,0.068025,0.047515,-0.007637,0.114916,0.070421,0.060801,0.102676,0.056612,0.124065
327,2.724670,0.064911,0.046830,-0.006122,0.114086,0.070431,0.060571,0.102300,0.056851,0.123901
328,2.733002,0.063353,0.046545,-0.005509,0.113365,0.070425,0.060428,0.101899,0.056968,0.123765
329,2.741335,0.063148,0.046498,-0.005648,0.112985,0.070412,0.060340,0.101648,0.057057,0.123677
330,2.749667,0.064127,0.046665,-0.006374,0.112944,0.070436,0.060331,0.101468,0.057086,0.123621
331,2.757999,0.065916,0.046799,-0.007584,0.113194,0.070500,0.060399,0.101404,0.057124,0.123606
332,2.766332,0.069422,0.047404,-0.009243,0.113725,0.070583,0.060529,0.101453,0.057041,0.123649
333,2.774664,0.073942,0.047910,-0.011424,0.114401,0.070524,0.060695,0.101529,0.056932,0.123756
334,2.782996,0.079688,0.048703,-0.013789,0.115279,0.070476,0.060908,0.101627,0.056780,0.123854
335,2.791329,0.086605,0.049770,-0.015939,0.116323,0.070484,0.061176,0.101855,0.056662,0.123983
336,2.799661,0.094288,0.050887,-0.017838,0.117413,0.070443,0.061535,0.102124,0.056511,0.124069
337,2.807993,0.102036,0.052058,-0.019157,0.118477,0.070422,0.061944,0.102489,0.056478,0.124181
338,2.816326,0.109109,0.053657,-0.019756,0.119556,0.070530,0.062404,0.102744,0.056372,0.124267
339,2.824658,0.114633,0.055759,-0.019901,0.120258,0.070525,0.062841,0.103097,0.056272,0.124378
340,2.832990,0.118790,0.058005,-0.019692,0.120937,0.070720,0.063330,0.103480,0.056249,0.124493
341,2.841323,0.121516,0.059616,-0.019417,0.121401,0.070864,0.063645,0.103775,0.056208,0.124640
342,2.849655,0.123169,0.060281,-0.019192,0.121950,0.071064,0.063927,0.103995,0.056191,0.124745
343,2.857987,0.123948,0.060538,-0.019008,0.122128,0.070954,0.064019,0.104202,0.056179,0.124817
344,2.866320,0.123564,0.060432,-0.019031,0.122199,0.070882,0.063993,0.104386,0.056162,0.124850
345,2.874652,0.121626,0.060044,-0.019140,0.122227,0.070910,0.063880,0.104447,0.056121,0.124863
346,2.882984,0.118273,0.059499,-0.019266,0.121719,0.070715,0.063652,0.104429,0.056087,0.124863
347,2.891317,0.113347,0.058521,-0.019238,0.121280,0.070702,0.063400,0.104313,0.056082,0.124840
348,2.899649,0.106762,0.057161,-0.018893,0.120696,0.070657,0.063015,0.104212,0.056166,0.124791
349,2.907981,0.098682,0.055376,-0.017831,0.119923,0.070728,0.062568,0.104046,0.056229,0.124699
350,2.916314,0.089912,0.053262,-0.015866,0.118666,0.070502,0.062076,0.103798,0.056292,0.124568
351,2.924646,0.081335,0.050987,-0.013226,0.117547,0.070527,0.061590,0.103473,0.056334,0.124434
352,2.932978,0.073569,0.048770,-0.010106,0.116280,0.070458,0.061199,0.103126,0.056498,0.124266
353,2.941311,0.067498,0.047154,-0.007121,0.115100,0.070396,0.060847,0.102870,0.056678,0.124097
354,2.949643,0.063372,0.046250,-0.004799,0.114122,0.070343,0.060615,0.102501,0.056798,0.123900
355,2.957975,0.061033,0.045756,-0.003610,0.113244,0.070272,0.060426,0.102181,0.057012,0.123774
356,2.966308,0.060372,0.045653,-0.003535,0.112890,0.070352,0.060336,0.101770,0.057024,0.123698
357,2.974640,0.061083,0.045878,-0.004048,0.112736,0.070382,0.060305,0.101562,0.057076,0.123632
358,2.982972,0.062406,0.045992,-0.004949,0.112834,0.070383,0.060348,0.101468,0.057102,0.123619
359,2.991305,0.064545,0.046197,-0.006221,0.113123,0.070382,0.060443,0.101477,0.057080,0.123636
360,2.999637,0.067481,0.046411,-0.007965,0.113707,0.070448,0.060568,0.101479,0.056951,0.123704
361,3.007969,0.071894,0.047170,-0.010108,0.114411,0.070441,0.060721,0.101644,0.056874,0.123802
362,3.016302,0.077062,0.048222,-0.012422,0.115191,0.070431,0.060915,0.101864,0.056785,0.123912
363,3.024634,0.082867,0.049721,-0.014662,0.116128,0.070594,0.061170,0.102061,0.056688,0.124011
364,3.032966,0.089198,0.051710,-0.016546,0.116810,0.070562,0.061494,0.102365,0.056584,0.124105
365,3.041299,0.095344,0.053984,-0.018055,0.117736,0.070792,0.061873,0.102623,0.056534,0.124217
366,3.049631,0.101108,0.056728,-0.019016,0.118510,0.071006,0.062278,0.102776,0.056430,0.124312
367,3.057963,0.106063,0.059307,-0.019469,0.118940,0.071104,0.062741,0.102952,0.056367,0.124416
368,3.066295,0.110332,0.061368,-0.019617,0.119636,0.071398,0.063136,0.103183,0.056295,0.124533
369,3.074628,0.114019,0.062799,-0.019595,0.120098,0.071498,0.063404,0.103364,0.056293,0.124612
370,3.082960,0.117087,0.063497,-0.019475,0.120417,0.071484,0.063610,0.103529,0.056301,0.124642
371,3.091292,0.119343,0.063748,-0.019362,0.120741,0.071434,0.063707,0.103640,0.056271,0.124663
372,3.099625,0.120282,0.063837,-0.019267,0.120911,0.071373,0.063772,0.103748,0.056261,0.124681
373,3.107957,0.119749,0.063971,-0.019237,0.120921,0.071371,0.063772,0.103840,0.056239,0.124704
374,3.116289,0.117918,0.063655,-0.019285,0.120773,0.071365,0.063658,0.103856,0.056244,0.124731
375,3.124622,0.114802,0.062846,-0.019335,0.120595,0.071381,0.063489,0.103838,0.056265,0.124723
376,3.132954,0.110506,0.061788,-0.019257,0.120191,0.071326,0.063254,0.103748,0.056282,0.124703
377,3.141286,0.105225,0.060411,-0.018871,0.119584,0.071195,0.062952,0.103627,0.056313,0.124675
378,3.149619,0.098791,0.058469,-0.018053,0.119066,0.071180,0.062616,0.103494,0.056343,0.124629
379,3.157951,0.091525,0.056194,-0.016623,0.118115,0.070914,0.062220,0.103360,0.056361,0.124565
380,3.166283,0.084456,0.053863,-0.014595,0.117274,0.070840,0.061843,0.103143,0.056397,0.124459
381,3.174616,0.077902,0.051627,-0.012360,0.116300,0.070710,0.061484,0.102955,0.056518,0.124330
382,3.182948,0.072486,0.049981,-0.010112,0.115443,0.070693,0.061188,0.102742,0.056605,0.124217
383,3.191280,0.068322,0.048908,-0.008239,0.114565,0.070582,0.060951,0.102419,0.056668,0.124097
384,3.199613,0.065798,0.048455,-0.007009,0.113899,0.070676,0.060802,0.102076,0.056776,0.124007
385,3.207945,0.064765,0.048344,-0.006554,0.113571,0.070772,0.060728,0.101864,0.056891,0.123918
386,3.216277,0.064755,0.048405,-0.006798,0.113306,0.070749,0.060676,0.101674,0.056956,0.123850
387,3.224610,0.065967,0.048859,-0.007464,0.113364,0.070806,0.060704,0.101584,0.057004,0.123822
388,3.232942,0.068086,0.049317,-0.008676,0.113644,0.070896,0.060799,0.101531,0.056985,0.123834
389,3.241274,0.071207,0.049883,-0.010309,0.113942,0.070885,0.060880,0.101562,0.056946,0.123857
390,3.249607,0.075491,0.050706,-0.012268,0.114583,0.070873,0.061039,0.101559,0.056812,0.123933
391,3.257939,0.081009,0.051909,-0.014329,0.115150,0.070828,0.061246,0.101752,0.056774,0.123997
392,3.266271,0.087499,0.053129,-0.016428,0.116021,0.070848,0.061464,0.101868,0.056670,0.124068
393,3.274604,0.094974,0.054530,-0.018194,0.117097,0.070959,0.061766,0.102110,0.056621,0.124117
394,3.282936,0.102951,0.055866,-0.019482,0.118072,0.070962,0.062105,0.102296,0.056524,0.124158
395,3.291268,0.110732,0.056993,-0.020051,0.119043,0.070997,0.062576,0.102526,0.056507,0.124210
396,3.299601,0.118037,0.058026,-0.019980,0.119833,0.070946,0.062982,0.102691,0.056458,0.124262
397,3.307933,0.124183,0.058676,-0.019489,0.120630,0.070949,0.063403,0.102816,0.056353,0.124330
398,3.316265,0.129029,0.059011,-0.018821,0.121300,0.070873,0.063737,0.103082,0.056283,0.124429
399,3.324598,0.132738,0.058953,-0.018106,0.121913,0.070821,0.064060,0.103375,0.056276,0.124509
400,3.332930,0.135785,0.058725,-0.017416,0.122485,0.070791,0.064294,0.103598,0.056257,0.124573
401,3.341262,0.138242,0.058190,-0.016755,0.122885,0.070637,0.064476,0.103754,0.056200,0.124641
402,3.349595,0.140462,0.057634,-0.016107,0.123276,0.070569,0.064646,0.103867,0.056201,0.124680
403,3.357927,0.142406,0.057248,-0.015524,0.123541,0.070517,0.064809,0.103879,0.056164,0.124696
404,3.366259,0.143630,0.057075,-0.015133,0.123680,0.070480,0.064894,0.103878,0.056150,0.124699
405,3.374591,0.143756,0.057137,-0.015078,0.123690,0.070467,0.064917,0.103873,0.056147,0.124704
406,3.382924,0.142219,0.057293,-0.015531,0.123645,0.070537,0.064865,0.103902,0.056171,0.124716
407,3.391256,0.138836,0.057449,-0.016478,0.123390,0.070523,0.064695,0.103920,0.056176,0.124737
408,3.399588,0.133398,0.057170,-0.017648,0.122885,0.070444,0.064367,0.103952,0.056187,0.124747
409,3.407921,0.125827,0.056370,-0.018785,0.122498,0.070590,0.063913,0.103989,0.056208,0.124743
410,3.416253,0.116482,0.055128,-0.019352,0.121757,0.070525,0.063298,0.104023,0.056241,0.124705
411,3.424585,0.106342,0.053617,-0.018878,0.120650,0.070436,0.062597,0.103987,0.056272,0.124638
412,3.432918,0.095915,0.051805,-0.017350,0.119254,0.070317,0.061964,0.103833,0.056337,0.124508
413,3.441250,0.086092,0.049990,-0.014965,0.117853,0.070309,0.061449,0.103545,0.056350,0.124365
414,3.449582,0.077490,0.048392,-0.012049,0.116433,0.070348,0.061051,0.103140,0.056484,0.124199
415,3.457915,0.070841,0.047322,-0.009173,0.115105,0.070384,0.060756,0.102795,0.056655,0.124017
416,3.466247,0.065826,0.046452,-0.006847,0.114045,0.070430,0.060543,0.102411,0.056892,0.123854
417,3.474579,0.063077,0.046115,-0.005509,0.113037,0.070372,0.060382,0.101935,0.057021,0.123724
418,3.482912,0.062391,0.046067,-0.005373,0.112616,0.070528,0.060317,0.101584,0.057125,0.123621
419,3.491244,0.063432,0.046442,-0.006229,0.112385,0.070603,0.060320,0.101219,0.057189,0.123560
420,3.499576,0.065629,0.047091,-0.007786,0.112457,0.070645,0.060388,0.101008,0.057184,0.123565
421,3.507909,0.068996,0.048350,-0.009589,0.112949,0.070788,0.060538,0.100940,0.057136,0.123599
422,3.516241,0.072930,0.049990,-0.011484,0.113532,0.070923,0.060765,0.100989,0.057026,0.123688
423,3.524573,0.077440,0.051883,-0.013367,0.114021,0.070983,0.061052,0.101159,0.056903,0.123824
424,3.532906,0.082823,0.054112,-0.015177,0.114813,0.071104,0.061377,0.101414,0.056842,0.123951
425,3.541238,0.088743,0.056572,-0.016831,0.115786,0.071382,0.061748,0.101697,0.056770,0.124094
426,3.549570,0.095005,0.059078,-0.018127,0.116625,0.071511,0.062143,0.102001,0.056720,0.124232
427,3.557903,0.101006,0.061340,-0.018950,0.117605,0.071702,0.062570,0.102350,0.056607,0.124367
