Format Version,1.1,Take Name,Trial03,Capture Frame Rate,120.014526,Export Frame Rate,120.014526,Capture Start Time,2017-11-07 07.12.50.309 PM,Total Frames,646,Rotation Type,Quaternion
428,3.566235,0.106095,0.063211,-0.019334,0.118482,0.071828,0.062936,0.102659,0.056529,0.124436
429,3.574567,0.109914,0.064846,-0.019359,0.119175,0.071886,0.063262,0.102999,0.056454,0.124558
430,3.582900,0.112091,0.065869,-0.019248,0.119667,0.071931,0.063507,0.103302,0.056347,0.124669
431,3.591232,0.113093,0.066178,-0.019093,0.119990,0.071861,0.063649,0.103622,0.056333,0.124786
432,3.599564,0.112527,0.065871,-0.019000,0.120270,0.071879,0.063658,0.103937,0.056381,0.124849
433,3.607897,0.110328,0.065119,-0.018891,0.120266,0.071771,0.063543,0.104156,0.056399,0.124861
434,3.616229,0.106294,0.063818,-0.018625,0.120088,0.071687,0.063381,0.104218,0.056382,0.124884
435,3.624561,0.100674,0.062136,-0.017979,0.119609,0.071625,0.063107,0.104214,0.056400,0.124870
436,3.632894,0.093050,0.059777,-0.016590,0.118781,0.071391,0.062735,0.104146,0.056464,0.124826
437,3.641226,0.084376,0.057110,-0.014184,0.117835,0.071259,0.062330,0.103877,0.056486,0.124725
438,3.649558,0.075264,0.054135,-0.010825,0.116516,0.071076,0.061902,0.103524,0.056547,0.124581
439,3.657891,0.067176,0.051595,-0.006932,0.115302,0.071105,0.061504,0.103082,0.056714,0.124369
440,3.666223,0.060801,0.049756,-0.003292,0.113845,0.070974,0.061094,0.102645,0.056877,0.124192
441,3.674555,0.056311,0.048550,-0.000471,0.112789,0.071097,0.060815,0.101939,0.056950,0.123998
442,3.682888,0.052906,0.047652,0.001585,0.111755,0.071106,0.060551,0.101502,0.057184,0.123776
443,3.691220,0.051340,0.047263,0.002321,0.110978,0.071160,0.060390,0.100995,0.057371,0.123607
444,3.699552,0.051383,0.047310,0.001940,0.110659,0.071236,0.060310,0.100747,0.057549,0.123505
445,3.707884,0.052740,0.047700,0.000694,0.110569,0.071272,0.060314,0.100416,0.057560,0.123461
446,3.716217,0.055120,0.048344,-0.001167,0.110629,0.071248,0.060421,0.100313,0.057566,0.123491
447,3.724549,0.057938,0.049090,-0.003266,0.111065,0.071297,0.060615,0.100339,0.057471,0.123580
448,3.732881,0.062192,0.050401,-0.005956,0.111801,0.071417,0.060795,0.100518,0.057349,0.123687
449,3.741214,0.067916,0.052065,-0.009071,0.112566,0.071416,0.061003,0.100689,0.057203,0.123832
450,3.749546,0.075002,0.053929,-0.012295,0.113594,0.071511,0.061294,0.101019,0.057107,0.123963
451,3.757878,0.083201,0.055754,-0.015158,0.114857,0.071641,0.061594,0.101297,0.056919,0.124076
452,3.766211,0.091531,0.057041,-0.017458,0.116133,0.071634,0.061932,0.101803,0.056950,0.124159
453,3.774543,0.099673,0.057903,-0.018975,0.117355,0.071542,0.062293,0.102076,0.056820,0.124237
454,3.782875,0.107199,0.058317,-0.019720,0.118483,0.071448,0.062616,0.102475,0.056705,0.124322
455,3.791208,0.113482,0.058237,-0.019875,0.119371,0.071210,0.062902,0.102759,0.056615,0.124377
456,3.799540,0.118369,0.057777,-0.019712,0.120371,0.071160,0.063187,0.103103,0.056554,0.124452
457,3.807872,0.121512,0.057321,-0.019471,0.120958,0.070920,0.063357,0.103372,0.056407,0.124543
458,3.816205,0.122925,0.057449,-0.019279,0.121332,0.070762,0.063478,0.103704,0.056409,0.124577
459,3.824537,0.122635,0.057658,-0.019183,0.121533,0.070790,0.063555,0.103880,0.056355,0.124670
460,3.832869,0.120591,0.057795,-0.019249,0.121521,0.070806,0.063553,0.103996,0.056320,0.124748
461,3.841202,0.116727,0.057530,-0.019313,0.121299,0.070828,0.063407,0.104043,0.056312,0.124766
462,3.849534,0.111446,0.056919,-0.019184,0.120981,0.070925,0.063163,0.104031,0.056336,0.124760
463,3.857866,0.104792,0.055770,-0.018737,0.120224,0.070865,0.062756,0.103941,0.056402,0.124720
464,3.866199,0.097366,0.054490,-0.017596,0.119401,0.070921,0.062382,0.103722,0.056426,0.124626
465,3.874531,0.089540,0.052828,-0.015855,0.118167,0.070798,0.061918,0.103455,0.056446,0.124537
466,3.882863,0.081874,0.050868,-0.013580,0.116946,0.070712,0.061506,0.103064,0.056535,0.124371
467,3.891196,0.075144,0.048975,-0.011151,0.115758,0.070604,0.061120,0.102776,0.056655,0.124214
468,3.899528,0.069740,0.047350,-0.008884,0.114601,0.070530,0.060820,0.102376,0.056786,0.124007
469,3.907860,0.066459,0.046498,-0.007275,0.113643,0.070499,0.060540,0.101976,0.056952,0.123838
470,3.916193,0.064945,0.046105,-0.006755,0.112953,0.070456,0.060347,0.101669,0.057104,0.123665
471,3.924525,0.064865,0.046103,-0.007090,0.112573,0.070535,0.060254,0.101297,0.057179,0.123555
472,3.932857,0.066013,0.046501,-0.007950,0.112477,0.070599,0.060247,0.100993,0.057203,0.123524
473,3.941190,0.068107,0.047047,-0.009150,0.112658,0.070657,0.060312,0.100885,0.057217,0.123515
474,3.949522,0.071173,0.047639,-0.010762,0.113094,0.070662,0.060451,0.100902,0.057193,0.123536
475,3.957854,0.076001,0.048798,-0.012693,0.113698,0.070754,0.060609,0.101016,0.057116,0.123590
476,3.966187,0.081786,0.050156,-0.014909,0.114599,0.070837,0.060837,0.101205,0.057010,0.123690
477,3.974519,0.088511,0.052053,-0.016919,0.115468,0.070873,0.061163,0.101433,0.056898,0.123819
478,3.982851,0.095508,0.054478,-0.018436,0.116389,0.070988,0.061570,0.101564,0.056712,0.123971
479,3.991184,0.101765,0.057043,-0.019419,0.117485,0.071229,0.062035,0.101885,0.056629,0.124084
480,3.999516,0.107131,0.059870,-0.019848,0.118213,0.071376,0.062571,0.102360,0.056549,0.124213
481,4.007848,0.111380,0.062406,-0.019867,0.119008,0.071634,0.063039,0.102630,0.056461,0.124328
482,4.016180,0.114496,0.064446,-0.019625,0.119522,0.071796,0.063399,0.102921,0.056393,0.124468
483,4.024513,0.116342,0.065609,-0.019404,0.119941,0.071818,0.063658,0.103298,0.056361,0.124610
484,4.032845,0.116892,0.066092,-0.019207,0.120499,0.072014,0.063827,0.103527,0.056338,0.124699
485,4.041177,0.115813,0.065829,-0.019125,0.120677,0.071933,0.063858,0.103797,0.056322,0.124774
486,4.049510,0.112825,0.064935,-0.019026,0.120598,0.071797,0.063732,0.104035,0.056352,0.124838
487,4.057842,0.108171,0.063391,-0.018783,0.120243,0.071597,0.063504,0.104099,0.056321,0.124864
488,4.066174,0.102203,0.061594,-0.018158,0.119843,0.071553,0.063245,0.104094,0.056320,0.124868
489,4.074507,0.095021,0.059488,-0.016944,0.118956,0.071324,0.062865,0.103988,0.056349,0.124836
490,4.082839,0.087448,0.057257,-0.015062,0.118095,0.071252,0.062466,0.103725,0.056357,0.124736
491,4.091171,0.079750,0.054769,-0.012611,0.116899,0.071083,0.062058,0.103388,0.056400,0.124606
492,4.099504,0.072719,0.052410,-0.009906,0.115660,0.070932,0.061652,0.102923,0.056481,0.124421
493,4.107836,0.067067,0.050623,-0.007365,0.114576,0.070862,0.061316,0.102600,0.056668,0.124259
494,4.116168,0.063214,0.049466,-0.005419,0.113634,0.070887,0.061005,0.101972,0.056732,0.124087
495,4.124501,0.061272,0.048941,-0.004486,0.112916,0.070982,0.060794,0.101570,0.056862,0.123919
496,4.132833,0.060676,0.048796,-0.004445,0.112450,0.071048,0.060675,0.101250,0.057022,0.123790
497,4.141165,0.061237,0.048907,-0.005076,0.112166,0.071034,0.060655,0.100828,0.057018,0.123723
498,4.149498,0.063112,0.049281,-0.006339,0.112376,0.071131,0.060717,0.100677,0.057054,0.123705
499,4.157830,0.066546,0.049934,-0.008296,0.112692,0.071139,0.060815,0.100646,0.057023,0.123731
500,4.166162,0.071539,0.050954,-0.010734,0.113229,0.071020,0.060993,0.100644,0.056893,0.123807
501,4.174495,0.077588,0.052087,-0.013353,0.114133,0.071085,0.061209,0.100904,0.056820,0.123880
502,4.182827,0.084792,0.053469,-0.015734,0.115215,0.071078,0.061476,0.101216,0.056742,0.123955
503,4.191159,0.092276,0.054547,-0.017723,0.116478,0.071159,0.061807,0.101527,0.056662,0.124043
504,4.199492,0.099832,0.055503,-0.019106,0.117619,0.071123,0.062106,0.101825,0.056573,0.124125
505,4.207824,0.107106,0.056511,-0.019840,0.118593,0.070992,0.062543,0.102305,0.056477,0.124221
506,4.216156,0.113542,0.057376,-0.020027,0.119520,0.070889,0.062961,0.102625,0.056392,0.124291
507,4.224489,0.119360,0.058419,-0.019789,0.120475,0.070974,0.063399,0.102883,0.056232,0.124417
508,4.232821,0.124348,0.059410,-0.019310,0.121217,0.070967,0.063853,0.103262,0.056188,0.124546
509,4.241153,0.128180,0.060565,-0.018739,0.121846,0.070984,0.064208,0.103516,0.056137,0.124651
510,4.249486,0.130523,0.061775,-0.018253,0.122391,0.071090,0.064508,0.103791,0.056101,0.124746
511,4.257818,0.131415,0.062954,-0.017961,0.122593,0.071119,0.064752,0.103962,0.056073,0.124840
512,4.266150,0.130767,0.063825,-0.017930,0.122688,0.071259,0.064862,0.104104,0.056075,0.124934
513,4.274483,0.128249,0.064113,-0.018216,0.122596,0.071362,0.064795,0.104152,0.056008,0.125007
514,4.282815,0.123952,0.063661,-0.018653,0.122259,0.071390,0.064563,0.104171,0.056008,0.125033
515,4.291147,0.117910,0.062309,-0.019028,0.121702,0.071270,0.064170,0.104235,0.056079,0.124996
516,4.299480,0.110586,0.060475,-0.018997,0.121008,0.071144,0.063630,0.104159,0.056151,0.124939
517,4.307812,0.101951,0.058184,-0.018270,0.120029,0.071018,0.063097,0.104001,0.056187,0.124847
518,4.316144,0.092904,0.055669,-0.016653,0.118964,0.070965,0.062504,0.103782,0.056251,0.124728
519,4.324477,0.084197,0.053104,-0.014328,0.117554,0.070748,0.061993,0.103449,0.056301,0.124575
520,4.332809,0.076456,0.050865,-0.011604,0.116241,0.070664,0.061512,0.102921,0.056354,0.124398
521,4.341141,0.070090,0.048993,-0.008897,0.114973,0.070627,0.061116,0.102604,0.056542,0.124221
522,4.349473,0.065664,0.047890,-0.006676,0.113964,0.070674,0.060846,0.102074,0.056684,0.124060
523,4.357806,0.062957,0.047260,-0.005353,0.113246,0.070716,0.060646,0.101708,0.056847,0.123900
524,4.366138,0.062179,0.047154,-0.005082,0.112694,0.070761,0.060533,0.101386,0.056945,0.123790
525,4.374470,0.062725,0.047292,-0.005682,0.112465,0.070778,0.060500,0.101058,0.056995,0.123730
526,4.382803,0.064336,0.047624,-0.006822,0.112603,0.070842,0.060555,0.100841,0.056988,0.123717
527,4.391135,0.067117,0.048164,-0.008322,0.112959,0.070822,0.060656,0.100843,0.056952,0.123756
528,4.399467,0.070972,0.048749,-0.010282,0.113635,0.070894,0.060836,0.100966,0.056882,0.123837
529,4.407800,0.076257,0.049637,-0.012471,0.114340,0.070803,0.061031,0.101180,0.056774,0.123904
530,4.416132,0.082504,0.050525,-0.014830,0.115164,0.070683,0.061265,0.101405,0.056691,0.123996
531,4.424464,0.089800,0.051945,-0.016939,0.116311,0.070769,0.061564,0.101675,0.056604,0.124092
532,4.432797,0.097163,0.054052,-0.018516,0.117388,0.070873,0.061942,0.102011,0.056511,0.124171
533,4.441129,0.103861,0.056668,-0.019395,0.118267,0.070971,0.062460,0.102413,0.056455,0.124285
534,4.449461,0.109724,0.059310,-0.019724,0.119067,0.071165,0.062916,0.102621,0.056311,0.124410
535,4.457794,0.114953,0.061576,-0.019660,0.119862,0.071447,0.063399,0.102947,0.056268,0.124560
536,4.466126,0.119631,0.063367,-0.019285,0.120530,0.071580,0.063849,0.103232,0.056235,0.124672
537,4.474458,0.123354,0.064733,-0.018820,0.121036,0.071598,0.064192,0.103453,0.056197,0.124784
538,4.482791,0.126131,0.065760,-0.018370,0.121449,0.071607,0.064438,0.103698,0.056169,0.124859
539,4.491123,0.127426,0.066129,-0.018088,0.121827,0.071648,0.064625,0.103849,0.056129,0.124955
540,4.499455,0.127393,0.066111,-0.018023,0.121991,0.071642,0.064664,0.103945,0.056068,0.125004
541,4.507788,0.126052,0.065768,-0.018173,0.121975,0.071593,0.064586,0.104007,0.056032,0.125034
542,4.516120,0.122849,0.064571,-0.018503,0.121744,0.071476,0.064351,0.104042,0.056040,0.125036
543,4.524452,0.118067,0.062938,-0.018823,0.121396,0.071378,0.064047,0.104035,0.056081,0.125010
544,4.532785,0.111184,0.060893,-0.018887,0.120759,0.071182,0.063598,0.104062,0.056160,0.124955
545,4.541117,0.102791,0.058650,-0.018223,0.120001,0.071093,0.063136,0.104049,0.056270,0.124871
546,4.549449,0.093478,0.056066,-0.016603,0.119018,0.071049,0.062578,0.103829,0.056302,0.124768
547,4.557782,0.084157,0.053331,-0.014055,0.117585,0.070749,0.062058,0.103542,0.056350,0.124617
548,4.566114,0.075773,0.050826,-0.010938,0.116325,0.070683,0.061610,0.103144,0.056429,0.124454
549,4.574446,0.068854,0.048783,-0.007750,0.115114,0.070659,0.061212,0.102788,0.056562,0.124282
550,4.582779,0.063708,0.047364,-0.005070,0.114014,0.070637,0.060904,0.102332,0.056671,0.124116
551,4.591111,0.060427,0.046700,-0.003183,0.113226,0.070710,0.060680,0.101853,0.056779,0.123977
552,4.599443,0.058421,0.046309,-0.002123,0.112483,0.070680,0.060515,0.101561,0.056933,0.123821
553,4.607776,0.057680,0.046201,-0.001811,0.112094,0.070684,0.060441,0.101258,0.057008,0.123724
554,4.616108,0.057904,0.046162,-0.002006,0.111980,0.070697,0.060422,0.101002,0.057025,0.123704
555,4.624440,0.058867,0.046133,-0.002768,0.112162,0.070736,0.060485,0.100930,0.057032,0.123692
556,4.632773,0.061178,0.046473,-0.004113,0.112566,0.070740,0.060594,0.101029,0.057015,0.123727
557,4.641105,0.064892,0.046813,-0.006280,0.113232,0.070742,0.060757,0.101169,0.056881,0.123826
558,4.649437,0.070076,0.047439,-0.009090,0.113870,0.070630,0.060908,0.101365,0.056788,0.123913
559,4.657769,0.076959,0.048490,-0.012158,0.114888,0.070644,0.061145,0.101609,0.056711,0.124031
560,4.666102,0.085261,0.049873,-0.015148,0.115963,0.070576,0.061417,0.101809,0.056623,0.124132
561,4.674434,0.094317,0.051509,-0.017574,0.117311,0.070726,0.061832,0.102041,0.056518,0.124246
562,4.682766,0.103409,0.053480,-0.019072,0.118463,0.070781,0.062292,0.102331,0.056441,0.124304
563,4.691099,0.111756,0.055798,-0.019678,0.119317,0.070710,0.062872,0.102520,0.056343,0.124368
564,4.699431,0.118611,0.058165,-0.019633,0.120307,0.070971,0.063414,0.102734,0.056237,0.124452
565,4.707763,0.123887,0.060509,-0.019142,0.121094,0.071194,0.063943,0.103079,0.056168,0.124582
566,4.716096,0.127712,0.062322,-0.018573,0.121597,0.071279,0.064328,0.103351,0.056139,0.124705
567,4.724428,0.130393,0.063625,-0.018025,0.122142,0.071446,0.064665,0.103703,0.056153,0.124813
568,4.732760,0.131814,0.064208,-0.017673,0.122432,0.071435,0.064867,0.103964,0.056172,0.124899
569,4.741093,0.131866,0.064386,-0.017583,0.122581,0.071332,0.064954,0.104073,0.056100,0.124969
570,4.749425,0.129900,0.064221,-0.017866,0.122701,0.071301,0.064869,0.104164,0.055980,0.125048
571,4.757757,0.125643,0.063483,-0.018323,0.122549,0.071295,0.064692,0.104270,0.055946,0.125089
572,4.766090,0.119860,0.062302,-0.018729,0.122000,0.071164,0.064347,0.104287,0.055942,0.125125
573,4.774422,0.112846,0.060701,-0.018815,0.121507,0.071184,0.063980,0.104227,0.055969,0.125118
574,4.782754,0.104564,0.058467,-0.018240,0.120627,0.071021,0.063451,0.104123,0.056052,0.125032
575,4.791087,0.095854,0.056008,-0.016884,0.119466,0.070820,0.062844,0.104061,0.056234,0.124887
576,4.799419,0.087276,0.053446,-0.014862,0.118262,0.070702,0.062286,0.103674,0.056246,0.124722
577,4.807751,0.079469,0.051007,-0.012434,0.116983,0.070624,0.061806,0.103257,0.056283,0.124560
578,4.816084,0.073235,0.049259,-0.009961,0.115772,0.070571,0.061359,0.102839,0.056440,0.124347
579,4.824416,0.068398,0.047948,-0.007933,0.114638,0.070519,0.061025,0.102533,0.056658,0.124170
580,4.832748,0.065660,0.047341,-0.006646,0.113801,0.070617,0.060817,0.101903,0.056698,0.124023
581,4.841081,0.064930,0.047230,-0.006503,0.113311,0.070675,0.060688,0.101496,0.056789,0.123887
582,4.849413,0.065998,0.047451,-0.007370,0.113117,0.070714,0.060659,0.101257,0.056898,0.123797
583,4.857745,0.068552,0.047957,-0.009017,0.113288,0.070781,0.060725,0.100980,0.056924,0.123764
584,4.866078,0.072956,0.048900,-0.011191,0.113738,0.070868,0.060862,0.100848,0.056865,0.123800
585,4.874410,0.078892,0.050037,-0.013610,0.114428,0.070851,0.061100,0.100916,0.056818,0.123859
586,4.882742,0.086171,0.051256,-0.016089,0.115398,0.070828,0.061363,0.101059,0.056708,0.123924
587,4.891075,0.094834,0.052807,-0.018126,0.116698,0.070933,0.061773,0.101238,0.056597,0.124024
588,4.899407,0.103600,0.054211,-0.019502,0.117764,0.070866,0.062230,0.101556,0.056541,0.124111
589,4.907739,0.111854,0.055781,-0.019959,0.118855,0.070842,0.062781,0.101883,0.056412,0.124218
590,4.916072,0.118727,0.057544,-0.019793,0.120062,0.070973,0.063303,0.102420,0.056380,0.124315
591,4.924404,0.123565,0.059315,-0.019316,0.120795,0.070911,0.063748,0.102851,0.056250,0.124460
592,4.932736,0.126909,0.060944,-0.018755,0.121557,0.071045,0.064162,0.103390,0.056175,0.124642
593,4.941069,0.129537,0.062148,-0.018225,0.122264,0.071204,0.064544,0.103849,0.056131,0.124833
594,4.949401,0.131835,0.063013,-0.017654,0.122806,0.071225,0.064878,0.104112,0.056009,0.125015
595,4.957733,0.133849,0.063921,-0.017155,0.123049,0.071157,0.065109,0.104284,0.055899,0.125134
596,4.966066,0.135191,0.064838,-0.016793,0.123315,0.071229,0.065297,0.104276,0.055764,0.125219
597,4.974398,0.135493,0.065685,-0.016612,0.123298,0.071250,0.065380,0.104261,0.055714,0.125267
598,4.982730,0.134632,0.066201,-0.016726,0.123125,0.071341,0.065356,0.104238,0.055736,0.125285
599,4.991062,0.131825,0.066056,-0.017223,0.122790,0.071343,0.065200,0.104171,0.055768,0.125272
600,4.999395,0.127345,0.065407,-0.017946,0.122486,0.071512,0.064881,0.104178,0.055884,0.125216
601,5.007727,0.121046,0.063922,-0.018649,0.121840,0.071411,0.064438,0.104029,0.055934,0.125157
602,5.016059,0.113149,0.061949,-0.018914,0.121188,0.071421,0.063928,0.103978,0.056081,0.125037
603,5.024392,0.104273,0.059648,-0.018433,0.120122,0.071201,0.063291,0.103913,0.056216,0.124904
604,5.032724,0.094936,0.057084,-0.017033,0.119058,0.071144,0.062651,0.103694,0.056277,0.124759
605,5.041056,0.085805,0.054483,-0.014829,0.117593,0.070860,0.062091,0.103370,0.056320,0.124598
606,5.049389,0.077562,0.052092,-0.012070,0.116260,0.070768,0.061656,0.102928,0.056393,0.124422
607,5.057721,0.070819,0.050295,-0.009225,0.115041,0.070771,0.061272,0.102662,0.056591,0.124276
608,5.066053,0.065677,0.048980,-0.006691,0.114042,0.070856,0.060996,0.102140,0.056681,0.124129
609,5.074386,0.062177,0.048272,-0.004790,0.113252,0.070914,0.060832,0.101705,0.056767,0.124009
610,5.082718,0.060099,0.048108,-0.003603,0.112720,0.070987,0.060739,0.101397,0.056868,0.123911
611,5.091050,0.059051,0.048027,-0.003096,0.112409,0.071079,0.060741,0.101115,0.056946,0.123875
612,5.099383,0.059103,0.048269,-0.003149,0.112310,0.071115,0.060762,0.100917,0.056967,0.123872
613,5.107715,0.059836,0.048461,-0.003726,0.112379,0.071096,0.060821,0.100913,0.056976,0.123894
614,5.116047,0.061704,0.049104,-0.004841,0.112661,0.071091,0.060936,0.100980,0.056937,0.123939
615,5.124380,0.064577,0.050056,-0.006515,0.113066,0.071056,0.061094,0.101159,0.056835,0.124002
616,5.132712,0.068428,0.051286,-0.008617,0.113689,0.071111,0.061270,0.101475,0.056818,0.124098
617,5.141044,0.073204,0.052825,-0.010893,0.114436,0.071230,0.061526,0.101768,0.056795,0.124203
618,5.149377,0.078653,0.054437,-0.013121,0.115351,0.071327,0.061785,0.101982,0.056719,0.124286
619,5.157709,0.085197,0.056029,-0.015354,0.116240,0.071416,0.062060,0.102225,0.056583,0.124398
620,5.166041,0.092738,0.057474,-0.017369,0.117217,0.071495,0.062419,0.102371,0.056500,0.124465
621,5.174374,0.101363,0.059016,-0.018835,0.118120,0.071445,0.062757,0.102486,0.056413,0.124503
622,5.182706,0.110238,0.060588,-0.019591,0.119140,0.071548,0.063192,0.102623,0.056357,0.124509
623,5.191038,0.118538,0.062377,-0.019557,0.119882,0.071472,0.063654,0.102648,0.056240,0.124531
624,5.199371,0.125316,0.064262,-0.018875,0.120591,0.071503,0.064149,0.102881,0.056233,0.124583
625,5.207703,0.129866,0.066177,-0.018046,0.121236,0.071655,0.064580,0.103082,0.056174,0.124655
626,5.216035,0.132414,0.067790,-0.017375,0.121639,0.071730,0.064922,0.103243,0.056117,0.124773
627,5.224368,0.133358,0.068573,-0.017007,0.122035,0.071882,0.065139,0.103491,0.056143,0.124896
628,5.232700,0.132735,0.068732,-0.017020,0.122323,0.071946,0.065234,0.103709,0.056126,0.125010
629,5.241032,0.130034,0.068306,-0.017452,0.122314,0.071837,0.065150,0.103853,0.056054,0.125068
630,5.249365,0.125215,0.067283,-0.018028,0.122196,0.071782,0.064947,0.104057,0.055990,0.125129
631,5.257697,0.118925,0.065829,-0.018522,0.121855,0.071755,0.064615,0.104143,0.055935,0.125188
632,5.266029,0.111277,0.063919,-0.018595,0.121225,0.071685,0.064137,0.104145,0.055926,0.125189
633,5.274362,0.103159,0.061740,-0.018041,0.120325,0.071542,0.063554,0.104088,0.056029,0.125088
634,5.282694,0.094837,0.059337,-0.016836,0.119115,0.071348,0.063005,0.104015,0.056193,0.124937
635,5.291026,0.086975,0.057008,-0.015061,0.118012,0.071305,0.062472,0.103708,0.056269,0.124776
636,5.299358,0.079895,0.054838,-0.012974,0.116675,0.071160,0.061995,0.103284,0.056348,0.124597
637,5.307691,0.073915,0.052951,-0.010933,0.115447,0.071111,0.061592,0.102741,0.056456,0.124386
638,5.316023,0.069456,0.051594,-0.009141,0.114406,0.071128,0.061236,0.102326,0.056642,0.124203
639,5.324355,0.066287,0.050749,-0.007787,0.113509,0.071039,0.060958,0.101810,0.056743,0.124023
640,5.332688,0.064337,0.050450,-0.006925,0.113005,0.071206,0.060775,0.101502,0.056886,0.123845
641,5.341020,0.063232,0.050325,-0.006581,0.112611,0.071242,0.060721,0.101227,0.056980,0.123724
642,5.349352,0.063630,0.050627,-0.006810,0.112476,0.071252,0.060728,0.100966,0.056978,0.123695
643,5.357685,0.065541,0.051105,-0.007980,0.112600,0.071273,0.060807,0.100884,0.056966,0.123701
644,5.366017,0.069577,0.052209,-0.010041,0.112963,0.071280,0.060942,0.100946,0.056915,0.123765
645,5.374349,0.075566,0.053722,-0.012705,0.113745,0.071291,0.061176,0.101044,0.056757,0.123874
